bill_id,title,chamber,legislative_session,abstract,primary_sponsor,cosponsor_count,action_count,action_range,success,state_government_tech,regulation_tech,education_tech,local_government_tech,criminal_law_tech,government_tech,revenue_tech,transportation_tech,civil_law_tech,finance_tech,health_tech,safety_tech,employment_tech,public_employee_benefits_tech,public_aid_tech,business_tech,gaming_tech,elections_tech,courts_tech,liquor_tech,agriculture_tech,economic_development_tech,ethics_tech,human_rights_tech,military_service_tech,wildlife_tech,aging_tech,housing_tech,budget_implementation_tech,children_tech,conservation_tech,animals_tech,warehouses_tech,$attorney_general_tech,fish_tech,redistricting_tech,$capitol_architect_tech,cleaned_abstract,count_provides,count_reference,count_civil,count_procedure,count_amendment,count_title,count_short,count_code,count_new,count_replaces,count_general,count_ordinary,count_contingent,count_appropriates,count_expenses,count_revenue,count_july,count_fund,count_tax,count_concerning,sponsor_missing,count_pca1,count_pca2,count_pca3,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9,svd_10,svd_11,svd_12,svd_13,svd_14,svd_15,svd_16,svd_17,svd_18,svd_19,svd_20
SB 3438,REGULATION-TECH,upper,100th,Amends the Acupuncture Practice Act. Makes a technical change in a Section concerning activities exempt from the application of the Act.,,1,4,0-5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends acupuncture practice act makes technical change section concerning activities exempt application act,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.20958815920051296,-0.024764970032412254,-0.0381882602228933,-0.09051714652859488,0.0017778580983805895,-0.026936962525016366,-0.03269034888347122,0.03482791039446654,0.021444657645116785,0.007118374595640055,0.04378238031369137,-0.07683789355835184,0.021714556661943423,0.018596036330526686,-0.011238440750415166,-0.015315152697089454,-0.013478768944764472,-0.012349043407692136,0.036937848491610435,0.012442459753658456
SB 1788,DOMESTIC VIOLENCE-TECH,upper,100th,Amends the Address Confidentiality for Victims of Domestic Violence Act. Makes a technical change in the short title Section.,,1,4,0-5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends address confidentiality victims domestic violence act makes technical change short title section,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4498134422708884,-0.1182239770174399,-0.2503271836276342,0.23225757213310572,-0.028027546750155945,-0.0961413363049994,0.013477807840517681,-0.023808047251375357,-0.02370089856219335,0.01952127257688594,-0.029864645301493298,-0.006808282136926568,0.011737819034121782,-0.008663732868662045,-0.00680265967820835,-0.00426029100028073,0.006767990746604628,-0.01920404274952472,0.0015358542900044169,-0.01522744965345218,0.005862445736308485,-0.003240356842773433,-0.0031052053311659824
SB 280,STATE GOVERNMENT-TECH,upper,100th,Amends the Administration of Psychotropic Medications to Children Act. Makes a technical change in a Section concerning the short title.,,1,10,6-10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends administration psychotropic medications children act makes technical change section concerning short title,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.32738726919714883,-0.10797574324546894,-0.5611620481199108,0.2542890748948937,-0.030907376769138992,-0.07821548135809706,0.0023178691948629176,-0.029125660966078826,-0.014438125462159697,0.02191888309300999,-0.02765675737873457,-0.012596119713509843,-0.0025847481400659363,-0.0235761753024951,-0.0053873902720444925,-0.034114050705056236,0.03772678758317195,-0.023670537245277123,0.03496258516877702,0.014775897026779953,-0.03558560053885279,0.012873837103050515,-0.024478401809918143
HB 3174,CIVIL LAW-TECH,lower,100th,Amends the Adoption Act. Makes a technical change in a Section concerning confidentiality of court records.,,1,6,6-10,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends adoption act makes technical change section concerning confidentiality court records,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.221726169819954,-0.021987955561324917,-0.016049691180843928,-0.10356136557001835,-0.022838559227318422,-0.04244581708825291,-0.014024872340116281,0.030808387845950823,0.012393667234206502,0.04978501443347085,0.028649040970824234,-0.06496772517549276,-0.008476722213435966,5.64963801925715e-06,-0.011912916859388887,-0.04616413632752315,-0.0025060800890959836,-0.009236669727718487,0.0641987654141823,-0.05767223895171173
HB 3173,CIVIL LAW-TECH,lower,100th,Amends the Adoption Act. Makes a technical change in a Section concerning the order for standby adoption.,,1,6,6-10,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends adoption act makes technical change section concerning order standby adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.1594271716791936,-0.01888975352848448,-0.006520649511089828,-0.06665177931887216,-0.008262468217651957,-0.028526275722947032,-0.011481114249769468,0.018356158249439144,0.004631665954691369,0.013497627808648356,0.03435192308805312,-0.05333121499932434,-0.001201060760793293,0.0035814325991673913,-0.0009248949849282568,-0.014817383550754518,-0.0001901554291102618,0.0017337142101731275,0.015465991822703314,-0.009290470639461855
HB 249,CIVIL LAW-TECH,lower,100th,Amends the Adoption Act. Makes a technical change in a Section concerning the time for taking a consent or surrender.,,1,6,6-10,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends adoption act makes technical change section concerning time taking consent surrender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.1582210923794765,-0.018489314529517173,-0.005026644099422984,-0.061425744016144784,-0.006024727955482045,-0.021239893533764875,-0.012971214246250092,0.017191758109864286,0.0035756780610709756,0.01416935708975219,0.027494367561825443,-0.040198676696354615,0.004173285405573588,0.006394128352764985,-0.0013993842421731455,-0.010378238589890185,-0.00468043954917582,-0.0016943813564276953,0.01266451908619828,-0.007581624984943017
HB 250,CIVIL LAW-TECH,lower,100th,Amends the Adoption Act. Makes a technical change in a Section concerning venue.,,1,6,6-10,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends adoption act makes technical change section concerning venue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.25120853135300175,-0.029696165732234162,-0.0026716769161326303,-0.09014345677542399,-0.017968446261202562,-0.04605792657068532,-0.0074926126587856485,0.027226173280544365,0.004639873124350155,0.0188026107997797,0.05177304321925395,-0.06745738307497215,0.008930251957202085,-0.0010884367195169563,-0.0016384064311547666,-0.02184010913371313,0.0005267394900141595,-0.010499384256401926,0.026797508294815926,-0.01881529051058947
HB 2081,CIVIL LAW-TECH,lower,100th,Amends the Adoption Act. Makes a technical change in a Section concerning who may adopt a child.,,1,10,6-10,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends adoption act makes technical change section concerning may adopt child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.25203105971782774,-0.030038054351512525,-0.01665074499232005,-0.10245241424804952,-0.016995704826763366,-0.030310562324329455,-0.015075338124675855,0.037247708289181405,-0.006154610214157362,0.05364740872624894,0.04192255716725179,-0.09578495261862087,-0.03130120028046881,-0.006242571324220355,-0.04313955040278336,-0.00801742100607718,-0.02099241575416646,0.023493069625535545,0.04548473929417225,0.023940922937561827
HB 245,CIVIL LAW-TECH,lower,100th,Amends the Adoption Act. Makes a technical change in a Section concerning who may be adopted.,,1,6,6-10,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends adoption act makes technical change section concerning may adopted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.2610791696111699,-0.03075553924601748,-0.007097286585816167,-0.10302957574313787,-0.011335014188985736,-0.03815283747338096,-0.010604271078546706,0.023359777375672273,0.005227490614902483,0.021745944694859038,0.04586786177943089,-0.06805869365397088,0.005586846014624472,0.009466442134972938,-0.000489044551647066,-0.015415790774249195,-0.005469080047415758,-0.0002112635393907206,0.02175105016916925,-0.018769244750967556
HB 1705,AGING-TECH,lower,100th,Amends the Adult Protective Services Act. Makes a technical change in a Section concerning administrative rules.,,1,10,6-10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,amends adult protective services act makes technical change section concerning administrative rules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.23196286317172005,-0.016499961436845238,0.03930935560336988,0.005131625197259543,0.014955641583146455,-0.11068766570282251,-0.10246285317314482,0.11820840439673642,0.08937584326747404,-0.026528516119613925,-0.0537477330808387,-0.08558871362546198,-0.029939596059116093,0.06929482888806737,0.00029564745439894687,0.09326550023263248,0.00981467522736524,-0.12314207263538497,0.05600720137083713,-0.06247977041639407
HB 1704,AGING-TECH,lower,100th,Amends the Adult Protective Services Act. Makes a technical change in a Section concerning reports of abuse or neglect.,,1,10,6-10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,amends adult protective services act makes technical change section concerning reports abuse neglect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.17673637408540963,-0.01588720222683894,-0.006375550578342557,-0.057096700710213916,-0.007444055346795099,-0.038116952218894974,-0.054056074694637433,0.048983573117823156,0.007056522776022502,0.01801528329325871,-0.0062753291684357285,-0.04184950669625672,-0.024180219571435384,0.08043833438016351,-0.03346692222868833,0.07513510129044207,0.014755162248652835,-0.1366575167925262,0.03886118739283207,-0.01923932473206297
HB 1703,AGING-TECH,lower,100th,Amends the Adult Protective Services Act. Makes a technical change in a Section concerning the short title.,,1,10,6-10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,amends adult protective services act makes technical change section concerning short title,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.32738726919714883,-0.10797574324546894,-0.5611620481199108,0.34639531584866085,-0.03761068299385979,-0.11734305611511484,0.009306923687403872,-0.02999493346108928,-0.05151870657276661,-0.034044127668099486,0.00902071638090382,-0.0027731691088592747,-0.0031861055966508466,-0.061763202552020446,-0.00912376617701637,-0.060214202856641336,0.09892178182698219,-0.04722829157016786,0.1293837559418155,0.027589936437753607,-0.16899824284479473,0.03425695972464405,-0.028818218029168747
SB 346,HOUSING-TECH,upper,100th,Amends the Affordable Housing Planning and Appeal Act. Makes a technical change in a Section concerning determinations of exempt local governments.,,1,10,6-10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,amends affordable housing planning appeal act makes technical change section concerning determinations exempt local governments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.1497712498235256,-0.016184127112172403,-0.019558473973931907,-0.05732442107318292,-0.005754221272123558,-0.01914423411967545,-0.006732056103540738,0.01281879025421519,0.013510784156694346,0.0011437599324094143,0.02903725465308368,-0.023509363521687185,0.00017799610697384328,0.022101091200981377,-0.025104633210532617,0.016578743188767196,0.006221816707099392,-0.0413965161889346,-0.0012769015941801558,0.02538475722249917
SB 345,HOUSING-TECH,upper,100th,Amends the Affordable Housing Planning and Appeal Act. Makes a technical change in a Section concerning the short title.,,1,10,6-10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,amends affordable housing planning appeal act makes technical change section concerning short title,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.32738726919714883,-0.10797574324546894,-0.5611620481199108,0.28452626594208624,-0.03425534719042735,-0.10942100427395077,0.004934638748801155,-0.026053003607057326,-0.020456663945781293,0.027663254643933603,-0.033788006687623884,0.011332912465352748,-0.005764626420556566,2.5942444185316065e-05,0.013479567431712282,-0.0012148252595085333,0.002247292190042373,-0.015162008978839665,0.006307106238390412,-0.007362147265715534,-0.019180202535819493,-0.012667128811567703,-0.02995838893184173
SB 270,STATE GOVERNMENT-TECH,upper,100th,Amends the Agency Energy Efficiency Act. Makes a technical change in a Section concerning the short title.,,1,11,11-15,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends agency energy efficiency act makes technical change section concerning short title,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.32738726919714883,-0.10797574324546894,-0.5611620481199108,0.3350870438674756,-0.036142469410741035,-0.12823103984689022,0.004224401213871476,-0.03107820826485202,-0.028401118080600793,0.028998472774205024,-0.04468667020485115,-0.011720453390519976,-0.01970996418986521,-0.0031087968511835282,-0.021164181054296325,-0.00812719419212724,0.00460644026104005,0.04207721725981407,0.0004967669450936542,-0.005262643016987745,-0.019057828502684008,-0.02182288493866197,0.007579966290068481
SB 3479,AGRICULTURE-TECH,upper,100th,Amends the Agricultural Areas Conservation and Protection Act. Makes a technical change in a Section concerning the short title.,,1,4,0-5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends agricultural areas conservation protection act makes technical change section concerning short title,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.32738726919714883,-0.10797574324546894,-0.5611620481199108,0.3124743099244335,-0.038431789888594296,-0.12870726164169918,-0.013010926282531763,-0.0469323677435595,-0.03918709521187994,0.013441885784488607,-0.03916822356880387,-0.03127559247397254,0.013740587346335252,0.01399743854363013,-0.07856561164586073,0.00011300461856696316,0.011987258613827162,0.2503241355974345,-0.0032120280841561556,0.006735297639625905,-0.02891700825692307,-0.02286385133725335,0.006272036029155412
HB 1106,FINANCE-TECH,lower,100th,Amends the Agricultural Fair Act. Makes a technical change in a Section concerning rules.,,1,10,6-10,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends agricultural fair act makes technical change section concerning rules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3122696909086596,-0.07417125714843346,-0.02328018774856705,0.24517932113675484,-0.027293337072006558,-0.011236770446796357,-0.09593828712197955,-0.00495051073437691,-0.03851236638119033,-0.010499265145420395,0.030724165533916686,0.024803552056242337,0.01468753928591819,0.05375376042016696,-0.0710867538951921,0.008680234823674672,0.001320803643361669,0.017476214333057034,4.6374731798244466e-05,-0.02706725483203103,0.003393260775410029,0.04477284107948953,-0.052572370828892635
HB 1859,FINANCE-TECH,lower,100th,Amends the Agricultural Fair Act. Makes a technical change in a Section concerning the short title.,,1,10,6-10,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends agricultural fair act makes technical change section concerning short title,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.32738726919714883,-0.10797574324546894,-0.5611620481199108,0.37705396768345656,-0.048766935212552015,-0.14017749218325332,0.0028261725812494883,-0.04261910231929351,-0.032509583877605754,0.036681619626791895,-0.04457778464103513,0.006322975906120259,-0.00875337064938589,0.010838042817887358,0.0018772087246256381,-0.026862193443312678,0.0003627594286281743,-0.0005382651108730217,0.009457940781839778,-0.011170039407664319,0.004336299303522027,0.0005815937175967082,-0.03495094712468652
HB 1668,AGRICULTURE-TECH,lower,100th,Amends the Agricultural Production Contract Code. Makes a technical change in a Section concerning the applicability of the Act.,,1,10,6-10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amends agricultural production contract code makes technical change section concerning applicability act,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.08466647525876181,-0.1520130240948488,-0.0907981154205485,0.2257862523047524,-0.02550670572899054,0.09592959929481792,-0.04348984346239861,-0.0354907958610365,-0.005273454802595465,0.00971594531246014,0.017813922077156208,-0.04124010695428364,0.0274849666081079,0.0338809357071596,-0.02476211386092048,0.0015834711017054031,0.030026606427118435,0.003210183490267954,0.011110715882322006,0.0015554475550245903,0.0027534972864395376,0.00456311528278666,-0.0297439676619966
